id,name,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
86034,Arifureta: From Commonplace to World's Strongest,3,27,ja,525,8.551,"Hajime Nagumo and his high school class are suddenly summoned to a fantastical land as heroes. But while most of his classmates have powerful stats and abilities, Hajime does not. Underappreciated and unprepared, he tumbles into the depths of a monster-infested dungeon where voracity and sacrifice are his only options. To thrive in this savage world, he’ll have no choice but to welcome the abyss.",False,/1lL1ts7dzTUp0eOTHvMqfw6zFJn.jpg,2019-07-08,2022-03-31,https://arifureta.com,True,ありふれた職業で世界最強,6.546,/kB9tdE00Z5zWIJQux1jiYvRyPIC.jpg,Scripted,Returning Series,"—and so, the boy surpassed the “strongest.”","Animation, Action & Adventure, Sci-Fi & Fantasy",,ja,AT-X,JP,日本語,"asread., White Fox, studio MOTHER, Lantis, OVERLAP, Hakuhodo DY Music & Pictures, FuRyu, AT-X, Sony Music Entertainment (Japan), Toranoana, Bandai Namco Arts, Bushiroad",Japan,24
62858,Colony,3,36,en,522,6.872,"In the near future a family must make difficult decisions as they balance staying together with trying to survive. They live in Los Angeles, which has been occupied by a force of outside intruders.  While some people have chosen to collaborate with the authorities and benefit from the new order, others have rebelled — and suffer the consequences.",False,/cAgRehPSCjCVrP25zfeffbuptYY.jpg,2016-01-14,2018-07-25,http://www.usanetwork.com/colony,False,Colony,23.815,/qfS0mp22XfTig2EK3jWKiyx7kNy.jpg,Scripted,Canceled,,"Sci-Fi & Fantasy, Drama","Carlton Cuse, Ryan Condal, Wes Tooke","en, it",USA Network,US,"English, Italiano","Legendary Television, UCP",United States of America,43
65648,Maid Sama!,1,26,ja,522,8.6,Misaki Ayuzawa is the first female student council president at a once all-boys school turned co-ed. She rules the school with strict discipline demeanor. But she has a secret—she works at a maid cafe due to her families circumstances. One day the popular A-student and notorious heart breaker Takumi Usui finds out her secret and makes a deal with her to keep it hush from the school in exchange for spending some time with him.,False,/2f8OLO6UYp78dIQMs0oi7ja15Bl.jpg,2010-04-02,2010-09-23,http://www.tbs.co.jp/anime/maidsama/index-j.html,False,会長はメイド様！,22.682,/igkn0M1bgMeATz59LShvVxZNdVd.jpg,Scripted,Ended,,"Animation, Comedy, Drama",,ja,"TBS, BS-TBS, MBS, CBC, AT-X, Animax Asia",JP,日本語,"Smile Company, Geneon Universal Entertainment",Japan,25
63764,Senora Acero,5,395,es,522,7.751,"The adventures of Vicenta Acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father.",False,/aZFIRQR0QxIjRMHy7lxSKiug9Z2.jpg,2014-09-23,2019-01-31,,False,Señora Acero,383.494,/vXhBxsvpW2mGuXRbIK5Yazdp8Zg.jpg,Scripted,Ended,,"Drama, Crime, Soap",Roberto Stopello,es,Telemundo,US,Español,"Argos Comunicación, Telemundo Global Studios","Mexico, United States of America",43
84452,Nicky Jam: El Ganador,1,13,es,522,7.3,Follow Reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.,False,/loV6xhTbeJyN1yh1NBqjGFKdtEz.jpg,2018-11-30,2018-11-30,https://www.netflix.com/title/80221207,False,Nicky Jam: El Ganador,10.518,/r0SIujs19jJcWTq5IQO1oyB25XX.jpg,Documentary,Ended,,Drama,,es,Netflix,CO,Español,Endemol Shine Boomdog,Mexico,41
4743,The Boarding School,7,71,es,522,8.195,"El Internado Laguna Negra was a Spanish television drama-thriller focusing on the students of a fictional boarding school in a forest, where teenagers are sent by their parents to study. The boarding school is situated in a forest far from the city, on the outskirts on which macabre events occur. The series debut on 24 May 2007, and is a production of Antena 3. Although the show is recorded and produced in HD, it is only broadcast in SD. However, an HD Blu-ray Disc release has been announced.",False,/AtI6V2h4SGtjvGD6rUsAGy3DZ1b.jpg,2007-05-24,2010-10-13,http://www.antena3.com/series/el-internado,False,El internado,35.063,/i5QjefM8tKV5QwoK84EyLvo5CK8.jpg,Scripted,Ended,,"Drama, Action & Adventure","Daniel Écija, Laura Belloso, Juan Carlos Cueto, Rocío Martínez",es,Antena 3,ES,Español,,,80
2405,Johnny Bravo,4,181,en,521,7.33,"Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy.",False,/vv2FQBvol6JgL9AO8mwi8jaoaNv.jpg,1997-07-07,2004-08-27,http://www.cartoonnetwork.com/show/johnny-bravo,False,Johnny Bravo,229.25,/obbdeoOk8XSXzJrWGiBbaeMMSMl.jpg,Scripted,Ended,,"Animation, Comedy, Family",Van Partible,en,Cartoon Network,US,English,"Hanna-Barbera Productions, Cartoon Network Studios",United States of America,7
87527,My First First Love,2,16,ko,521,8.3,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",False,/h298HbMOnvvXP65fjrxfPbQPLx0.jpg,2019-04-18,2019-07-26,https://www.netflix.com/title/81026700,False,첫사랑은 처음이라서,22.753,/oTE13yLKzpNfGxdUcyEV6Am4WP2.jpg,Scripted,Ended,,Drama,Jung Hyun-jung,ko,Netflix,KR,한국어/조선말,AStory,South Korea,55
32218,Soy tu dueña,1,146,es,520,7.7,"Soy Tu Dueña is a Mexican telenovela produced by Nicandro Díaz González for Televisa. It starred Lucero, Gabriela Spanic, Fernando Colunga, David Zepeda, Sergio Goyri and Jacqueline Andere.",False,/71F0VYpgRjCO6R9VzqhUZiHZbT7.jpg,2010-06-15,2010-08-20,http://www2.esmas.com/entretenimiento/telenovelas/soy-tu-duena/,False,Soy tu dueña,27.782,/6Ey5MIVKGDXPo4TMZy2FkB7FxUH.jpg,Scripted,Ended,,Drama,"Inés Rodena, Kary Fajer",es,Las Estrellas,MX,Español,,,0
2260,H2O: Just Add Water,3,78,en,519,7.826,H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,False,/d5jeHsiD9IUa1QL2VSizsEwjiBe.jpg,2006-07-07,2010-04-16,http://h2o.zdfe-b2c.de/season3/index.html,False,H2O: Just Add Water,94.227,/jSnemLaRSsmsinVRHDJKRb6pviW.jpg,Scripted,Ended,,"Drama, Family, Sci-Fi & Fantasy",Jonathan M. Shiff,en,Network Ten,AU,English,"Pacific Film and Television Commission, Jonathan M. Shiff Productions, Network Ten, ZDF",Australia,24
81046,The Dragon Prince,5,45,en,517,8.284,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,False,/oElAsA3PYr678FAbJpduGNWIqT8.jpg,2018-09-14,2023-07-22,https://www.netflix.com/title/80212245,True,The Dragon Prince,39.584,/d7PIRa6ez7ZEl9D4JUrnSsmcnVD.jpg,Scripted,Returning Series,,"Action & Adventure, Sci-Fi & Fantasy, Animation","Aaron Ehasz, Justin Richmond",en,Netflix,US,English,"Bardel Entertainment, Wonderstorm Pictures, Wonderstorm",United States of America,26
62822,Humans,3,24,en,516,7.5,In a parallel present where the latest must-have gadget for any busy family is a 'Synth' - a highly-developed robotic servant that's so similar to a real human it's transforming the way we live.,False,/kC3jZ6RKnA7VUYQBnVFB5EbZtvu.jpg,2015-06-14,2018-07-05,http://www.channel4.com/programmes/humans,False,Humans,24.093,/iBjjSGgnjAQBSQGO9pYIh7Gp2PO.jpg,Scripted,Canceled,Made in our image. Out of our control.,"Sci-Fi & Fantasy, Drama, Mystery","Jonathan Brackley, Sam Vincent",en,Channel 4,GB,English,"Channel 4 Television, Kudos, AMC Studios","United Kingdom, United States of America",46
2122,King of the Hill,13,255,en,516,7.3,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",False,/gbxz7jJLJOJbr0ZFQqiK9jF432y.jpg,1997-01-12,2009-09-13,,False,King of the Hill,200.566,/3MnkwPdqQ4if7HL4rYTy6eUyq8q.jpg,Scripted,Ended,,"Comedy, Animation","Mike Judge, Greg Daniels",en,FOX,US,English,"20th Century Fox Television, Deedle-Dee Productions, Judgemental Films, 3 Arts Entertainment",United States of America,22
49011,Mom,8,170,en,514,7.3,"Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",False,/evJaCkNlgUt55dcOaAJqxD90FWs.jpg,2013-09-23,2021-05-13,http://www.cbs.com/shows/mom/,False,Mom,89.321,/kIi3T7X0kmiV9vGDme146P2d979.jpg,Scripted,Ended,,"Comedy, Drama","Chuck Lorre, Eddie Gorodetsky, Gemma Baker",en,CBS,US,English,"Warner Bros. Television, Chuck Lorre Productions",United States of America,23
42916,Toradora!,1,25,ja,514,8.332,"Ryūji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryūji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yūsaku Kitamura, who happens to be his best friend. But things only get crazier when Ryūji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.",False,/4xZqdjERhkDXcIsw6y0vUTphqy7.jpg,2008-10-02,2009-03-26,http://www.tv-tokyo.co.jp/anime/toradora/,False,とらドラ！,25.024,/2Z52nZaAQt1P7XJtu8fNlMXgdps.jpg,Scripted,Ended,,"Animation, Comedy, Drama",,ja,"TV Tokyo, TV Osaka",JP,日本語,J.C.STAFF,Japan,23
67389,Golden Time,1,24,ja,514,8.6,"Banri Tada is a freshman at a Tokyo law school. After an accident, he suffers severe memory loss. Despite the incident, he befriends fellow freshman, Mitsuo Yanagisawa, which leads him to the beautiful, yet obsessive, Kouko Kaga.",False,/eKu4zq639EeSVGu5xWPPHKzju66.jpg,2013-10-03,2014-03-27,http://golden-time.jp,False,ゴールデンタイム,20.353,/heCpefPuxekDMofvR6juY2cCew6.jpg,Scripted,Ended,,"Animation, Comedy, Drama",Yuyuko Takemiya,ja,MBS,JP,日本語,"J.C.STAFF, Starchild Records, GENCO",Japan,24
82809,False Identity,2,171,es,513,7.5,"Isabel and Diego, two complete strangers, must assume the identity of a married couple in order to flee the state of Sonora.",False,/vwsXyOGWOTVACbAjKOfKlQFO2OX.jpg,2018-10-03,2021-01-18,https://www.telemundo.com/shows/falsa-identidad,False,Falsa identidad,88.917,/rGIVID9KFrE6oMOtqost2Ccd9Co.jpg,Scripted,Ended,,"Crime, Action & Adventure",Perla Farías,es,Telemundo,"MX, US",Español,"Argos Comunicación, Telemundo Global Studios","Mexico, United States of America",0
15621,The Newsroom,3,25,en,513,8.119,"A behind-the-scenes look at the people who make a nightly cable-news program. Focusing on a network anchor, his new executive producer, the newsroom staff and their boss, the series tracks their quixotic mission to do the news well in the face of corporate and commercial obstacles-not to mention their own personal entanglements.",False,/1dQHZhnej0acyQn5jlVb8NHDMDM.jpg,2012-06-24,2014-12-14,http://www.hbo.com/the-newsroom,False,The Newsroom,29.67,/2s6IPLtfw0GiMxlJznb1TkA6KXk.jpg,Scripted,Ended,More as the story develops.,Drama,Aaron Sorkin,en,HBO,US,English,,,60
121,Doctor Who,26,694,en,513,7.886,"The adventures of The Doctor, a time-traveling humanoid alien known as a Time Lord. He explores the universe in his TARDIS, a sentient time-traveling spaceship. Its exterior appears as a blue British police box, which was a common sight in Britain in 1963 when the series first aired. Along with a succession of companions, The Doctor faces a variety of foes while working to save civilizations, help ordinary people, and right many wrongs.",False,/9RPLAZEfxAu0SpO2QsHky1vZjJN.jpg,1963-11-23,1989-12-06,http://www.bbc.co.uk/doctorwho/,False,Doctor Who,139.303,/xinqAmYrZ1TEwowcQhgTkZVtVE0.jpg,Scripted,Ended,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Sydney Newman, Verity Lambert, Donald Wilson, C. E. Webber",en,BBC One,GB,English,BBC,United Kingdom,25
107124,Animaniacs,3,123,en,512,8.55,"Yakko, Wakko and Dot return for all-new big laughs and the occasional epic takedown of authority figures in serious need of an ego check. Joining the Warners are Starbox & Cindy on their latest play date while Pinky and the Brain's ideas for world domination lead them to all new adventures.",False,/dcdPgvIlOh7PAPuuVlbEmVwld2v.jpg,2020-11-20,2023-02-17,https://www.hulu.com/series/animaniacs-b072680d-5485-4adf-87ac-4805c0e96bee,False,Animaniacs,79.852,/wmPZzLov9OhiknK4jW4qE6mgvHf.jpg,Scripted,Ended,Going out with a bang!,"Animation, Comedy",,en,Hulu,US,English,"Amblin Television, Warner Bros. Animation",United States of America,12
5835,Goosebumps,4,74,en,512,7.905,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",False,/pRpHVBQyKwyfFnvXBDALKacqyVw.jpg,1995-10-27,1998-11-16,,False,Goosebumps,47.239,/Aekf4MC4JJomqGZcpxdLW1fwwEl.jpg,Scripted,Ended,,"Sci-Fi & Fantasy, Mystery, Kids",R.L. Stine,en,"FOX, YTV, Fox Kids","US, CA",English,Protocol Entertainment,"Canada, United States of America",22
79818,Meteor Garden,1,49,zh,512,8.496,"An ordinary girl is admitted to the most prestigious school in the country where she encounters F4, an exclusive group comprised of the four wealthiest and handsomest boys in the school - Dao Ming Si, Hua Ze Lei, Xi Men and Mei Zuo.",False,/xhuJfzBur0nZzIfZ876TO358G3X.jpg,2018-07-09,2018-08-29,https://www.netflix.com/title/81005504,False,流星花园,30.018,/8yhIaFcLHBPppaeY1iu9GzHtaqf.jpg,Scripted,Ended,,"Drama, Comedy, Family","Yoko Kamio, Angie Chai, Lin He Long",zh,Hunan Television,CN,普通话,"Star Ritz Productions Co Ltd, Mango Entertainment, Edko Films","China, United Kingdom",45
88061,"Hensuki: Are You Willing to Fall in Love With a Pervert, As Long As She's a Cutie?",1,12,ja,510,7.8,"A high school student whose years of not having a girlfriend is his age, Keiki Kiryuu, suddenly receives a love letter. He is happy he can finally have a girlfriend, but is also surprised because not only is there no sender name but also included is white underwear…??? The cute girls who gather around him are all weird and with reasons!? Who is the Cinderella who sent the underwear?",False,/oX18NYGrQQze5NC9Sxhvapq5JiD.jpg,2019-07-08,2019-09-23,https://hensuki.com,False,可愛ければ変態でも好きになってくれますか？,9.539,/qH5G6K09CWWgmiP3JCZK7UAkotW.jpg,Scripted,Ended,,Animation,,ja,AT-X,JP,日本語,GEEKTOYS,Japan,22
71715,Good Girls,4,50,en,509,7.998,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",False,/csOIulXwQxsuCFp3ZZ9cYkJmCwH.jpg,2018-02-26,2021-07-22,https://www.nbc.com/good-girls,False,Good Girls,52.352,/gPjcbxrYfbrJNq1Ja8EGd0XtUnC.jpg,Scripted,Canceled,Done playing nice.,"Comedy, Drama, Crime",Jenna Bans,en,NBC,US,English,"Amblin Television, Universal Television",United States of America,42
83596,Amar a Muerte,1,90,es,509,7.8,,False,/f534JE987WoKVUZ6l2aSACzr3IJ.jpg,2018-10-29,2019-03-07,https://www.univision.com/novelas/amar-a-muerte,False,Amar a Muerte,97.913,/sdBP4fFzHqxaROw7h4OWCuvrHmv.jpg,Scripted,Ended,,"Drama, Soap",Leonardo Padrón,"fr, es","Univision, Las Estrellas",MX,"Français, Español","W Studios, Televisa, Lemon Films",Mexico,60
45783,Kuroko's Basketball,3,75,ja,505,8.533,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",False,/l4b42IaNVU2ZbdzjlaPmfFjqosV.jpg,2012-04-08,2015-07-01,http://tv.kurobas.com/,False,黒子のバスケ,45.222,/5CEIm6RPRU9iy4jBpfreUwJkydv.jpg,Scripted,Ended,,"Animation, Comedy",,ja,MBS,JP,日本語,Production I.G,Japan,24
141,Cheers,11,273,en,505,7.588,The story about a blue-collar Boston bar run by former sports star Sam Malone and the quirky and wonderful people who worked and drank there.,False,/5U7NIuRK836GutAlo7TLPfmVtGW.jpg,1982-09-30,1993-05-20,,False,Cheers,69.389,/nD1ZQBKbgKSmKcrAkWTofohsScj.jpg,Scripted,Ended,Where everybody knows your name.,Comedy,"Glen Charles, Les Charles, James Burrows",en,NBC,US,English,"Paramount Television Studios, Charles/Burrows/Charles Productions",,24
1126,Happy Tree Friends,11,194,en,504,7.803,"This action and adventure comedy is drawn in simple appearance and combines cute forest animals with extreme graphic violence. Each episode revolves around the characters enduring accidental events of bloodshed, pain, dismemberment and/or death.",False,/2FiRbfbmXN2DSHAcuHRtv9QJwnD.jpg,1999-12-24,2014-03-06,http://www.mondomedia.com/shows/happytreefriends/,False,Happy Tree Friends,144.439,/2rYqJg1OzaDlc5kiBK4IdgrELMf.jpg,Scripted,Canceled,"Cute, cuddly and horribly wrong","Animation, Comedy, Sci-Fi & Fantasy","Kenn Navarro, Rhode Montijo, Aubrey Ankrum",en,G4,US,English,"Mondo Mini Shows, Fatkat Animation Studios, Mondo Media",United States of America,4
71769,The Alienist,2,18,en,503,7.613,"New York, 1896. Police commissioner Theodore Roosevelt brings together criminal psychologist Dr. Laszlo Kreizler, newspaper illustrator John Moore and secretary Sara Howard to investigate several murders of male prostitutes.",False,/gTl1RqyJKXbyUTeyGhMb2dGWoGl.jpg,2018-01-22,2020-08-09,http://www.tntdrama.com/shows/the-alienist,False,The Alienist,24.677,/1qzuS7b2XjiVcWwmDkOyE5hIxUM.jpg,Scripted,Ended,,"Drama, Crime, Mystery",Cary Joji Fukunaga,en,TNT,US,English,"Anonymous Content, Paramount Television Studios",Hungary,48
46928,Sofia the First,4,108,en,501,7.234,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.",False,/5tLsZoolMwqkCMUwEXYfh61Pajn.jpg,2013-01-11,2018-09-08,http://disneynow.go.com/shows/sofia-the-first,False,Sofia the First,327.823,/AjtUB1siU3hvqNEA85VLOmuXu2I.jpg,Scripted,Ended,,"Family, Animation, Kids",Craig Gerber,en,Disney Junior,US,English,"Disney Television Animation, Disney Junior",United States of America,23
45016,The Bridge,4,38,sv,501,8.112,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",False,/d1y1Bp0wWgA2LmPX5jVNz9Sx0Uf.jpg,2011-09-21,2018-02-18,http://www.svt.se/bron/,False,Bron/Broen,48.767,/pPbpaWnRlD2pILRDPIO3eBIj7JD.jpg,Scripted,Ended,,"Crime, Mystery",Hans Rosenfeldt,"da, sv","SVT1, DR1",SE,"Dansk, svenska","Filmlance International, Nimbus Film","Denmark, Sweden",60
2140,Everybody Loves Raymond,9,210,en,500,6.8,"Ray Barone is a successful sportswriter living on Long Island with his wife Debra, daughter Ally, and twin sons, Geoffrey and Michael. That's the good news. The bad news? Ray's meddling parents, Frank and Marie, live directly across the street and embrace the motto ""Su casa es mi casa,"" infiltrating their son's home to an extent unparalleled in television history.",False,/zPyVcPi5vFjjHbZsYYbbIG1I0oL.jpg,1996-09-13,2005-05-16,,False,Everybody Loves Raymond,236.273,/dcCnVVggEBfNpzHrqzDJqhE6tGP.jpg,Scripted,Ended,,Comedy,Philip Rosenthal,en,CBS,US,English,"Worldwide Pants, Talk Productions, Where's Lunch, HBO Independent Productions",United States of America,30
123249,My Dress-Up Darling,1,12,ja,500,8.5,"Wakana Gojo is a high school boy who wants to become a kashirashi--a master craftsman who makes traditional Japanese Hina dolls. Though he's gung-ho about the craft, he knows nothing about the latest trends, and has a hard time fitting in with his class. The popular kids--especially one girl, Marin Kitagawa--seem like they live in a completely different world. That all changes one day, when she shares an unexpected secret with him, and their completely different worlds collide.",False,/gWPK2RIVJ6i3myf7Xdw8DqlznT8.jpg,2022-01-09,2022-03-27,https://bisquedoll-anime.com,True,その着せ替え人形は恋をする,48.7,/A6mxBwvvv63JXZm3xXKv4SugE0L.jpg,Scripted,Returning Series,,"Animation, Comedy, Drama",,ja,"Gunma TV, Tokyo MX, BS11, Tochigi TV",JP,日本語,"CloverWorks, SQUARE ENIX, Aniplex, movic, Tokyo MX, Nippon BS Broadcasting, STUDIO MAUSU",Japan,24
2355,Lilo & Stitch: The Series,2,65,en,500,7.383,"This animated series chronicles the further adventures of renegade scientist Dr. Jumba Jookiba's beloved Experiment 626, who is now living happily as Lilo's alien buddy Stitch. Jumba’s remaining experiments have landed all over Hawaii in the form of dehydrated pods. Lilo and Stitch’s mission is to catch Stitch’s ""cousins"" before they fall into the clutches of the evil Dr. Jacques von Hamsterviel!",False,/e3F1DhLs90kk1hWZhoTUanrxjMu.jpg,2003-09-20,2006-07-29,http://disneychannel.disney.com/lilo-stitch-the-series,False,Lilo & Stitch: The Series,213.398,/997mXFpYV2zdXK4EOctN3hgciaT.jpg,Scripted,Ended,,"Animation, Family, Comedy, Action & Adventure, Sci-Fi & Fantasy, Kids","Chris Sanders, Dean DeBlois",en,"ABC, Disney Channel",US,English,Disney Television Animation,,26
62517,Zoo,3,39,en,499,6.7,"Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",False,/rZj50NwfIq9e7p3qktWaamz5qcQ.jpg,2015-06-30,2017-09-21,http://www.cbs.com/shows/zoo/,False,Zoo,39.441,/yg9x4J3ZTslvVSz5Mtu9pH0FWcr.jpg,Scripted,Canceled,The wild shall inherit the earth.,Drama,"Scott Rosenberg, Josh Appelbaum, Jeff Pinkner, André Nemec",en,CBS,US,English,"Midnight Radio, James Patterson Entertainment, CBS Studios",United States of America,43
75208,Devilman Crybaby,1,10,ja,498,7.845,"Akira Fudo learns from his best friend Ryo Asuka that demons will revive and reclaim the world from humans. With humans hopeless against this threat, Ryo suggests combining with a demon. With this, Akira becomes Devilman, a being with the power of demon but with a human heart.",False,/lnaf631YKNrH5I5rAC9Bxeo0U5j.jpg,2018-01-05,2018-01-05,https://devilman-crybaby.com,False,DEVILMAN crybaby,21.44,/lNXoTtfBlgijQ9pfZCwisYkPiTc.jpg,Miniseries,Ended,,"Animation, Action & Adventure, Sci-Fi & Fantasy",Go Nagai,ja,Netflix,JP,日本語,"Science SARU, Dynamic Planning, Aniplex",Japan,25
87917,For All Mankind,4,40,en,497,7.704,"Explore an aspirational world where NASA and the space program remained a priority and a focal point of our hopes and dreams as told through the lives of NASA astronauts, engineers, and their families.",False,/qDZLyBowwv5un7PVUazPIMtMzLq.jpg,2019-11-01,2022-08-11,https://tv.apple.com/show/umc.cmc.6wsi780sz5tdbqcf11k76mkp7,True,For All Mankind,54.846,/bfxwMdQyJc0CL24m5VjtWAN30mt.jpg,Scripted,Returning Series,The race continues.,"Drama, Sci-Fi & Fantasy, War & Politics","Ronald D. Moore, Ben Nedivi, Matt Wolpert","en, ru, es",Apple TV+,US,"English, Pусский, Español","Tall Ship Productions, Sony Pictures Television Studios",United States of America,0
15842,El Clon,1,250,es,496,7.778,"Lucas falls for a young Arab girl named Jade. She is caught between modern values and her Islamic upbringing. They separate and two decades pass. Then a strange turn of luck brings the pair together. Then Jade meets a clone, who is just like Lucas, but twenty years younger. She must choose between the man she loved and the memory she cherishes.",False,/sHQJBDTYgaysll00BzltV03Yw7o.jpg,2010-02-15,2011-01-28,http://msnlatino.telemundo.com/novelas/el_clon,False,El Clon,58.817,/61KPceoQCcmgoiCGGWURFJn9ICA.jpg,Scripted,Ended,,Drama,Hugo León Ferrer,en,Telemundo,"CO, US",English,,,43
18197,The Langoliers,1,2,en,496,6.401,"A jet leaves on a red-eye flight from Los Angeles to Boston. But early in the flight, ten passengers awaken to a startling realization: All of the other passengers have vanished.",False,/uKsNth76iSv6aLCmiJR0tU7LhhC.jpg,1995-05-14,1995-05-15,,False,The Langoliers,14.66,/xcySnh6hHc98G94dF8sXNJuD0Rp.jpg,Miniseries,Ended,,"Sci-Fi & Fantasy, Mystery",Stephen King,en,ABC,US,English,"Laurel Entertainment, Spelling Films, Worldvision",United States of America,90
71116,Castle Rock,2,20,en,494,7.261,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",False,/7T2BU8EM63gewJUNXfGlOiPetH1.jpg,2018-07-25,2019-12-11,https://www.hulu.com/castle-rock,False,Castle Rock,32.613,/6dnUpv9ghx84pgxlMOb4uuJrWDs.jpg,Scripted,Canceled,,"Mystery, Drama","Dustin Thomason, Sam Shaw","en, it",Hulu,US,"English, Italiano","Bad Robot, Warner Bros. Television",United States of America,60
63623,Fuller House,5,75,en,493,7.515,"D.J. Tanner-Fuller is a widow and mother of three. Things become too much to handle, so she asks for help from her sister Stephanie and her best-friend Kimmy.",False,/aiXDRO3jglLdpkBjTJTJ1o8yQbL.jpg,2016-02-26,2020-06-02,https://www.netflix.com/title/80051137,False,Fuller House,37.516,/gp9u9KgxQmk5zKBcup5J8cslikd.jpg,Scripted,Ended,Life is fuller with family.,"Family, Comedy",Jeff Franklin,en,Netflix,US,English,"Warner Horizon Television, Miller/Boyett Productions, Jeff Franklin Productions",United States of America,30
114501,Dug Days,1,5,en,492,7.42,"A series of shorts that follows the humorous misadventures of Dug, the lovable dog from Disney and Pixar’s “Up.” Each short features everyday events that occur in Dug's backyard, all through the exciting (and slightly distorted) eyes of our favorite talking dog.",False,/pgWgB8AfFOtwKSSoGYbmWsO5Mfq.jpg,2021-09-01,2021-09-01,https://www.disneyplus.com/series/dug-days/6iYvNcEmPPRl,False,Dug Days,21.321,/e5kT33XH2gX7xBFIK1uUJAvU5dj.jpg,Miniseries,Ended,His biggest series of adventures all in his own backyard.,"Animation, Comedy, Family","Bob Peterson, Pete Docter",en,Disney+,US,English,Pixar,United States of America,10
81349,Devs,1,8,en,492,7.4,"Young computer engineer Lily Chan investigates the secretive development division of her employer, a cutting-edge tech company based in San Francisco, which she believes is behind the murder of her boyfriend.",False,/5yf5yfogIxhHhDU7F2Nuk1BsTYQ.jpg,2020-03-05,2020-04-16,https://www.fxnetworks.com/shows/devs,False,Devs,12.275,/uv63iNWOh69bSJYJQZjiX6n8B3m.jpg,Miniseries,Ended,Reality is stranger than dreams.,"Sci-Fi & Fantasy, Drama, Mystery",Alex Garland,en,Hulu,US,English,"FX Productions, DNA Films","United Kingdom, United States of America",52
